IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,LSO,Lesotho,Year,2016,true,Residence Area Type,Total,TOTL,,,,,,,,,,24.49,,,18.16,,36.49,24.49 [18.16 – 36.49],,,EN,2021-05-07T04:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,BRB,Barbados,Year,2016,true,Residence Area Type,Total,TOTL,,,,,,,,,,24.82,,,12.38,,53.12,24.82 [12.38 – 53.12],,,EN,2021-05-07T04:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,SRB,Serbia,Year,2016,true,Residence Area Type,Total,TOTL,,,,,,,,,,24.85,,,22.81,,28.12,24.85 [22.81 – 28.12],,,EN,2021-05-07T04:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,WPR,Western Pacific,Country,KHM,Cambodia,Year,2016,true,Residence Area Type,Total,TOTL,,,,,,,,,,25.05,,,16.59,,39.35,25.05 [16.59 – 39.35],,,EN,2021-05-07T04:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,ZAF,South Africa,Year,2016,true,Residence Area Type,Total,TOTL,,,,,,,,,,25.15,,,21.6,,34.17,25.15 [21.6 – 34.17],,,EN,2021-05-07T04:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,BWA,Botswana,Year,2016,true,Residence Area Type,Total,TOTL,,,,,,,,,,25.16,,,17.75,,37.45,25.16 [17.75 – 37.45],,,EN,2021-05-07T04:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,ZWE,Zimbabwe,Year,2016,true,Residence Area Type,Total,TOTL,,,,,,,,,,25.18,,,15.94,,42.19,25.18 [15.94 – 42.19],,,EN,2021-05-07T04:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,HND,Honduras,Year,2016,true,Residence Area Type,Total,TOTL,,,,,,,,,,25.47,,,19.6,,34.76,25.47 [19.6 – 34.76],,,EN,2021-05-07T04:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,MWI,Malawi,Year,2016,true,Residence Area Type,Total,TOTL,,,,,,,,,,25.62,,,15.19,,47.15,25.62 [15.19 – 47.15],,,EN,2021-05-07T04:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2016,true,Residence Area Type,Total,TOTL,,,,,,,,,,26.06,,,18.74,,39.43,26.06 [18.74 – 39.43],,,EN,2021-05-07T04:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2016,true,Residence Area Type,Total,TOTL,,,,,,,,,,26.41,,,24.42,,29.07,26.41 [24.42 – 29.07],,,EN,2021-05-07T04:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,SUR,Suriname,Year,2016,true,Residence Area Type,Total,TOTL,,,,,,,,,,26.48,,,11.51,,59.31,26.48 [11.51 – 59.31],,,EN,2021-05-07T04:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,KEN,Kenya,Year,2016,true,Residence Area Type,Total,TOTL,,,,,,,,,,26.6,,,19.53,,40.15,26.6 [19.53 – 40.15],,,EN,2021-05-07T04:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2016,true,Residence Area Type,Total,TOTL,,,,,,,,,,26.73,,,19.32,,40.46,26.73 [19.32 – 40.46],,,EN,2021-05-07T04:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2016,true,Residence Area Type,Total,TOTL,,,,,,,,,,27.67,,,17.9,,43.35,27.67 [17.9 – 43.35],,,EN,2021-05-07T04:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2016,true,Residence Area Type,Total,TOTL,,,,,,,,,,28.14,,,24.77,,30.89,28.14 [24.77 – 30.89],,,EN,2021-05-07T04:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,UZB,Uzbekistan,Year,2016,true,Residence Area Type,Total,TOTL,,,,,,,,,,28.3,,,17.13,,58.59,28.3 [17.13 – 58.59],,,EN,2021-05-07T04:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2016,true,Residence Area Type,Total,TOTL,,,,,,,,,,28.38,,,23.6,,35.6,28.38 [23.6 – 35.6],,,EN,2021-05-07T04:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,SLV,El Salvador,Year,2016,true,Residence Area Type,Total,TOTL,,,,,,,,,,29.14,,,19.73,,43.58,29.14 [19.73 – 43.58],,,EN,2021-05-07T04:00:00.000Z
